row_id	product_url	product_name	varian	relative_time	reviewer	review_text				
6777	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	C***x	Alhamdulillah, paketnya sudah diterima dengan baik				
6778	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a56-5g-8-256gb-upgrade-dari-8-negatif28-gb-kamera-50mp-nightography-handphone-ai-galaxy-ai-45w-fast-charging-negatif730926342052022235	Samsung Galaxy A56 5G [8/256] [Upgrade dari 8/negatif28 GB] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge	Varian: Awesome Graphite	8 bulan lalu	Ardiman	semuanyaaa memuaskaann dan original. Terima kasih samsung sudah menjadi partner selama perjalanan hidupku.				
6779	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Green	8 bulan lalu	H***s	Original product				
6780	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Light Violet	8 bulan lalu	Rhudi	Alhamdulillah,,barangnya realpict,,barang masih segel ada garansi resminya juga				
6781	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a06-4-64gb	Samsung Galaxy A06 4/64GB	Varian: Light Green.	8 bulan lalu	D***i	alhamdulillah,paket sudah sampek,pengiriman cepet,hp nya baguss,bener2 amanah,makasih kakak,,,				
6782	https://www.tokopedia.com/samsung-official-store/afdhal-yusman-samsung-galaxy-a07-lte-4-64gb-negatif73227negatif3340068negatif8797	[ Afdhal Yusman ] Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	P***s	Kejernihan lensa: Bagus Kualitas pengerjaan: Rapi				
6783	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Green	8 bulan lalu	W***d	Pengiriman cepat				
6784	https://www.tokopedia.com/samsung-official-store/samsung-microwave-oven-solo-20l-ms20a30negatif0al-se	Samsung Microwave Oven Solo, 20L - MS20A30negatif0ALSE	Varian: Microwave Solo 20L MS20.	8 bulan lalu	N***m	Alhamdulillah sampai dan sesuai ekspektasi				
6785	https://www.tokopedia.com/samsung-official-store/afdhal-yusman-samsung-galaxy-a07-lte-4-64gb-negatif73227negatif3340068negatif8797	[ Afdhal Yusman ] Samsung Galaxy A07 LTE 4/64GB	Varian: Green	8 bulan lalu	L***n	Syukaaa banget Asli aman				
6786	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	Z***d	Mantapp kurir amanah pokonya jos terikasih kaka				
6787	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a56-5g-8-256gb-upgrade-dari-8-negatif28-gb-kamera-50mp-nightography-handphone-ai-galaxy-ai-45w-fast-charging-negatif730926342052022235	Samsung Galaxy A56 5G [8/256] [Upgrade dari 8/negatif28 GB] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge	Varian: Awesome Graphite	8 bulan lalu	Andi	packing aman sampai 3 lapis				
6788	https://www.tokopedia.com/samsung-official-store/samsung-soundbar-hw-t420-2-negatif-ch-w-powerful-subwoofer-black	Samsung Soundbar HW-T420 2.negatif Ch dengan Powerful Subwoofer	Varian: Black.	8 bulan lalu	Antonozlo	mantap produk nya				
6789	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Light Violet	8 bulan lalu	O***d	Kejernihan lensa: Josss Performa sistem: Fastt				
6790	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-tab-snegatif0-fe-8-negatif28-tablet-ai-galaxy-ai-layar-besar-negatif73negatif2980858257negatif006negatif	Samsung Galaxy Tab Snegatif0 FE [8/negatif28] - | Tablet AI | Galaxy AI | Layar besar	Varian: Gray	8 bulan lalu	A***s	barang sampai dengan selamat. asli orisinil 👍🏼				
6791	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a56-5g-8-256gb-upgrade-dari-8-negatif28-gb-kamera-50mp-nightography-handphone-ai-galaxy-ai-45w-fast-charging-negatif730926342052022235	Samsung Galaxy A56 5G [8/256] [Upgrade dari 8/negatif28 GB] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge	Varian: Awesome Pink	8 bulan lalu	Q***a	Barang ori negatif00%				
6792	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	I***x	Barang baik				
6793	https://www.tokopedia.com/samsung-official-store/review	[ Baim Wong ] Samsung Galaxy Anegatif6 5G 8/256GB	Varian: Gold.	8 bulan lalu	K***x	barang bagus dan dapat free travel adapter				
6794	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-fit3	Samsung Galaxy Fit3 - Smartwatch	Varian: Gray	8 bulan lalu	Q***z	Alhamdulillah baranya sudah sampai dengan selamat, penjualnya amanah dan juga barangnya ori plus juga berfungsi dengan baik				
6795	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a06-4-64gb	Samsung Galaxy A06 4/64GB	Varian: Light Green.	8 bulan lalu	w***f	barang lengkap, tanpa cacat, mantap				
6796	https://www.tokopedia.com/samsung-official-store/afdhal-yusman-samsung-galaxy-a07-lte-4-64gb-negatif73227negatif3340068negatif8797	[ Afdhal Yusman ] Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	T***q	Terima kasih.puas kurirnya amanah				
6797	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Green	8 bulan lalu	muarifah	barang masih segel dan peaking aman semua sesuai warna yang di pilih pengiriman cepat sekali hanya 2 hari terima admin Samsung				
6798	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-s24-8-256-smartphone-ai-ai-phone-handphone-ai-kamera-50mp-layar-besar-ram-besar-baterai-tahan-lama	Samsung Galaxy S24 5G 8/256GB	Varian: Marble Gray	8 bulan lalu	G***n	barang ori, segel, pengiriman cepat, barang sesuai				
6799	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a36-5g-negatif2-256gb-snapdragon-6-gen-3-handphone-ai-galaxy-ai-45w-fast-charging-negatif730926547626657755	Samsung Galaxy A36 5G [negatif2/256] - | Galaxy AI | Snapdragon 6 | 45W Super Fast Charge	Varian: Awesome Lavender.	8 bulan lalu	d***d	Sesuai deskripsi. Proses dan pengiriman cepat. Packing aman pake bubble wrap dilapisi kardus coklat. Admin chat slow respon. Terima kasih seller dan kurir.				
6800	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	Harry	as far ok. cuma ga dapet kartu xl seperti yang di gambar. tapi gpp sih lokasi ane emang jelek sinyal xl.				
6801	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885	Samsung Galaxy A07 LTE 4/negatif28GB	Varian: Black	8 bulan lalu	anto	barang bagus ori tapi bonus kartu xl tidak disertakan				
6802	https://www.tokopedia.com/samsung-official-store/afdhal-yusman-samsung-galaxy-a07-lte-4-64gb-negatif73227negatif3340068negatif8797	[ Afdhal Yusman ] Samsung Galaxy A07 LTE 4/64GB	Varian: Green	8 bulan lalu	S***v	Bagus bnget ...👍🏻👍🏻👍🏻❤️❤️❤️.terimakasih ya..Tokonya sangat beramanah,,semoga awet... Dn berkah selalu🙏🏻🙏🏻🙏🏻				
6803	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885	Samsung Galaxy A07 LTE 4/negatif28GB	Varian: Black	8 bulan lalu	Q***s	Semoga awet				
6804	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-lte-8-negatif28gb-negatif73negatif2negatif8206870636525	Samsung Galaxy Anegatif6 LTE 8/negatif28GB	Varian: Gray.	8 bulan lalu	Hershandy	Barang bagus mulus,packing aman,barang sesuai				
6805	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-5g-8-256-gb	Samsung Galaxy Anegatif6 5G 8/256GB	Varian: Black.	8 bulan lalu	rieky	original				
6806	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a56-5g-negatif2-256-galaxy-ai-smartphone-ai-50mp-ois-hdr-camera-45w-super-fast-charge-ai-publish-on-negatif73negatif2negatif822negatif3negatif8965229	Samsung Galaxy A56 5G [negatif2/256] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge AI Publish on	Varian: Pink	8 bulan lalu	W***j	Sangat baik 👍				
6807	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a06-4-64gb	Samsung Galaxy A06 4/64GB	Varian: Light Green.	8 bulan lalu	enzan	real pict,hp ny ori,segel,pngriman super kilat negatif jr nyampe.makasih				
6808	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a06-4-64gb	Samsung Galaxy A06 4/64GB	Varian: Black.	8 bulan lalu	Fran	"Jangan lupa follow tik tok / instagram / youtube ""siusman.official"""				
6809	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a56-5g-negatif2-256-galaxy-ai-smartphone-ai-50mp-ois-hdr-camera-45w-super-fast-charge-ai-publish-on-negatif73negatif2negatif822negatif3negatif8965229	Samsung Galaxy A56 5G [negatif2/256] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge AI Publish on	Varian: Olive	8 bulan lalu	T***p	BIAR RATING YANG MENILAI, ALIAS BAGUS BGT WOI				
6810	https://www.tokopedia.com/samsung-official-store/samsung-32-hd-he50e-tv-hdr-ots-lite-one-ui-tizen-slim-design-ua32he50efklxd-negatif73negatif376284889negatif55565	"Samsung 32"" HD HE50E TV | HDR | OTS Lite | One UI Tizen | Slim Design | UA32HE50EFKLXD"	Varian: 32 HD TV HE50E	8 bulan lalu	C***a	Terimakasih				
6811	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-buds-core-bluetooth-earbuds-active-noise-cancelling-negatif732negatif4072736805886negatif	Samsung Galaxy Buds Core - Bluetooth Earbuds, Active Noise Cancelling	Varian: Black	8 bulan lalu	Faustinus	packing super aman, segel masih terpasang, begitu dibuka langsung terdeteksi sama samsung wearablenya, suara bagus, bas lembut enak banget, belum dicoba untuk telp bagus...				
6812	https://www.tokopedia.com/samsung-official-store/samsung-smart-tv-50-qled-4k-qefnegatif-q4-ai-processor-samsung-knox-security-qa50qefnegatifakxxd-negatif73negatif406897698867negatif8negatif	"Samsung Smart TV 50"" QLED 4K QEFnegatif | Q4 AI Processor | Samsung Knox Security | QA50QEFnegatifAKXXD"	Varian: 50.	8 bulan lalu	m***n	barang mantap, pengiriman cepat, tidak ada kendala				
6813	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885	Samsung Galaxy A07 LTE 4/negatif28GB	Varian: Green	8 bulan lalu	Hendy	barang masih segel, performa cepat, dapat charger jg				
6814	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif7-5g-8-256gb-negatif73229357297687negatif405	Samsung Galaxy Anegatif7 5G 8/256GB	Varian: Black	8 bulan lalu	Irwan	Mantapss				
6815	https://www.tokopedia.com/samsung-official-store/baim-wong-samsung-galaxy-a07-lte-4-64gb-negatif73227negatif466negatif43647725	[ Baim Wong ] Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	Y***p	Barang udah ada di gudang j&T tapi aneh nga mau dikirim ajah malah saya yg bawa ke J&T nya blgnya mau dibalikin lg ke Tokonya				
6816	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a56-5g-8-256gb-upgrade-dari-8-negatif28-gb-kamera-50mp-nightography-handphone-ai-galaxy-ai-45w-fast-charging-negatif730926342052022235	Samsung Galaxy A56 5G [8/256] [Upgrade dari 8/negatif28 GB] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge	Varian: Awesome Graphite	8 bulan lalu	Dedy	mudah2n tidak ada kendala. barang belum di check				
6817	https://www.tokopedia.com/samsung-official-store/baim-wong-samsung-galaxy-a07-lte-4-64gb-negatif73227negatif466negatif43647725	[ Baim Wong ] Samsung Galaxy A07 LTE 4/64GB	Varian: Light Violet	8 bulan lalu	T***t	Kejernihan lensa: Aman				
6818	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	Widi	sesuai pesanan ajib				
6819	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a56-5g-8-256gb-upgrade-dari-8-negatif28-gb-kamera-50mp-nightography-handphone-ai-galaxy-ai-45w-fast-charging-negatif730926342052022235	Samsung Galaxy A56 5G [8/256] [Upgrade dari 8/negatif28 GB] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge	Varian: Awesome Graphite	8 bulan lalu	J***g	Kejernihan lensa: Sangat jernih Kualitas pengerjaan: Baik Paket sudah di terima dengan baik 👍👍👍				
6820	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a06-4-64gb	Samsung Galaxy A06 4/64GB	Varian: Light Green.	8 bulan lalu	Haries	barang nya selalu memuaskan sudah 3 kali beli, good 👍👍👍				
6821	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a36-5g-8-256gb-upgrade-dari-8-negatif28-gb-snapdragon-6-gen-3-handphone-ai-galaxy-ai-45w-fast-charging-negatif7309265354909634negatif9	Samsung Galaxy A36 5G [8/256] [Upgrade dari 8/negatif28 GB] | Galaxy AI | Snapdragon 6 | 45W Super Fast Charge	Varian: Awesome Lime	8 bulan lalu	E***n	👍👍👍👍👍👍				
6822	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-lte-8-256gb-negatif73negatif2negatif82070264negatif5597	Samsung Galaxy Anegatif6 LTE 8/256GB	Varian: Light Green.	8 bulan lalu	J***m	Produk ori samsung				
6823	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885	Samsung Galaxy A07 LTE 4/negatif28GB	Varian: Black	8 bulan lalu	W***w	Mantap barang aman				
6824	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-buds-core-bluetooth-earbuds-active-noise-cancelling-negatif732negatif4072736805886negatif	Samsung Galaxy Buds Core - Bluetooth Earbuds, Active Noise Cancelling	Varian: Black	8 bulan lalu	Dhian	barang cepat sampai, packing sangat rapih. barang sesuai.				
6825	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a06-4-64gb	Samsung Galaxy A06 4/64GB	Varian: Black.	8 bulan lalu	X***h	Mantul best				
6826	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	P***i	Mantul sesuai barangnya terima kasih untuk toko dan semua yg berperan mengantar palet saya ini				
6827	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	pahluri	alhamdulillah barang sudah sampai dan kondisi masih tersegel mantap pokoknya 👍👍👍👍				
6828	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-s24-8-256-smartphone-ai-ai-phone-handphone-ai-kamera-50mp-layar-besar-ram-besar-baterai-tahan-lama	Samsung Galaxy S24 5G 8/256GB	Varian: Marble Gray	8 bulan lalu	Zulfahmi	Mantap, sangat amanah walaupun barang sudah di buka toko				
6829	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-lte-8-negatif28gb-negatif73negatif2negatif8206870636525	Samsung Galaxy Anegatif6 LTE 8/negatif28GB	Varian: Light Green.	8 bulan lalu	O***i	mantapp				
6830	https://www.tokopedia.com/samsung-official-store/samsung-microwave-oven-solo-20l-ms20a30negatif0al-se	Samsung Microwave Oven Solo, 20L - MS20A30negatif0ALSE	Varian: Microwave Solo 20L MS20.	8 bulan lalu	Adi	microwave berfungsi dg baik , dus segel pabrik , pelayanan kurir toko sangat baik ( free ongkir ), harga termurah , pengiriman cepat , rekomen seller !				
6831	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-lte-8-negatif28gb-negatif73negatif2negatif8206870636525	Samsung Galaxy Anegatif6 LTE 8/negatif28GB	Varian: Gray.	8 bulan lalu	I***a	bagus barangnya aman				
6832	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Light Violet	8 bulan lalu	N***a	barang segel, pengiriman sesuai jadwal, beli pas promo jadi dapat potongan diskon banyak, bungkus paket sangat rapi dan aman. top.				
6833	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a06-4-64gb	Samsung Galaxy A06 4/64GB	Varian: Black.	8 bulan lalu	M***s	bagus....				
6834	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-lte-8-256gb-negatif73negatif2negatif82070264negatif5597	Samsung Galaxy Anegatif6 LTE 8/256GB	Varian: Light Green.	8 bulan lalu	M***R	Respon & pelayanan penjual cepat, produk baru, original, bersegel, diterima dalam kondisi baik dan lengkap, bonus free adapter sesuai promosi, pengiriman cepat (Senin...				
6835	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-6-negatif28gb-negatif7322708976negatif865negatifnegatifnegatif7	Samsung Galaxy A07 LTE 6/negatif28GB	Varian: Black	8 bulan lalu	D***c	Barang sudah diterima dan sesuai terima kasih				
6836	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-tab-a9-8-negatif28gb	Samsung Galaxy Tab A9+ 8/negatif28GB	Varian: Navy	8 bulan lalu	Nabila	barang sampai dengan aman, rapih, cepat				
6837	https://www.tokopedia.com/samsung-official-store/baim-wong-samsung-galaxy-a07-lte-4-64gb-negatif73227negatif466negatif43647725	[ Baim Wong ] Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	K***n	Hp bgs				
6838	https://www.tokopedia.com/samsung-official-store/baim-wong-samsung-galaxy-a07-lte-4-64gb-negatif73227negatif466negatif43647725	[ Baim Wong ] Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	Q***v	Mendarat dngan amaan. Cma Bintang 3 aj,soalnya bodi belakang lecet. Fungsi alhamfulilah aman.				
6839	https://www.tokopedia.com/samsung-official-store/review	"[ Wenny Wijaya ] Samsung Smart TV 50"" QLED 4K QEnegatifF | Q4 AI Processor | Samsung Knox Security | QA50QEFnegatifAKXXD"	Varian: 50	8 bulan lalu	Q***g	negatif0 kali lebih pesan ditiktok dari harga 25 juta sampai negatif juta baru kali ini , mendapatkan barang yg tidak sesuai harapan				
6840	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-5g-8-256-gb	Samsung Galaxy Anegatif6 5G 8/256GB	Varian: Black.	8 bulan lalu	Z***y	Barang ori bagus..				
6841	https://www.tokopedia.com/samsung-official-store/samsung-43-fhd-f6000-tv-hdr-ots-lite-one-ui-tizen-ua43f6000fkxxd-negatif73negatif376525269043negatif8negatif	"Samsung 43"" FHD F6000 TV | HDR | OTS Lite | One UI Tizen | UA43F6000FKXXD"	"Varian: 43"" FHD TV F6000."	8 bulan lalu	jeffry	mantapp... terima kasih kak				
6842	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-buds3-silver-white-bluetooth-earbuds-adaptive-noise-control-hi-fi-sound-dual-amp	Samsung Galaxy Buds3 - [Silver, White], Bluetooth Earbuds, Adaptive Noise Control, Hi-Fi Sound, Dual AMP	Varian: Silver	8 bulan lalu	Donald	pengiriman nya cepat . keren kualitas bagus				
6843	https://www.tokopedia.com/samsung-official-store/afdhal-yusman-samsung-galaxy-a07-lte-4-64gb-negatif73227negatif3340068negatif8797	[ Afdhal Yusman ] Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	Y***j	Puas belanja di sini, harga terjangkau pengiriman cepat,,2 kali beli di sini 👍				
6844	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a56-5g-8-256gb-upgrade-dari-8-negatif28-gb-kamera-50mp-nightography-handphone-ai-galaxy-ai-45w-fast-charging-negatif730926342052022235	Samsung Galaxy A56 5G [8/256] [Upgrade dari 8/negatif28 GB] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge	Varian: Awesome Light Gray	8 bulan lalu	Sahrial	mantap selamat				
6845	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-fit3	Samsung Galaxy Fit3 - Smartwatch	Varian: Gray	8 bulan lalu	F***k	Pesanan sampai dengan selamat. Packing super aman dan rapih. Produk sesuai deskripsi dan cocok. Produk masih disegel, Bahan kelihatan tebel, semoga bisa berfungsi dengan...				
6846	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	F***d	Bagus hp nya dikemas rapih terima kasih				
6847	https://www.tokopedia.com/samsung-official-store/baim-wong-samsung-galaxy-a07-lte-4-64gb-negatif73227negatif466negatif43647725	[ Baim Wong ] Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	Z***z	berfungsi dgn baik				
6848	https://www.tokopedia.com/samsung-official-store/afdhal-yusman-samsung-galaxy-a07-lte-4-64gb-negatif73227negatif3340068negatif8797	[ Afdhal Yusman ] Samsung Galaxy A07 LTE 4/64GB	Varian: Green	8 bulan lalu	X***b	Sangat bagus n ori				
6849	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a36-5g-8-256gb-upgrade-dari-8-negatif28-gb-snapdragon-6-gen-3-handphone-ai-galaxy-ai-45w-fast-charging-negatif7309265354909634negatif9	Samsung Galaxy A36 5G [8/256] [Upgrade dari 8/negatif28 GB] | Galaxy AI | Snapdragon 6 | 45W Super Fast Charge	Varian: Awesome White	8 bulan lalu	a***a	Pengiriman cepat dan amanah, barang berfungsi dengan baik 👍				
6850	https://www.tokopedia.com/samsung-official-store/baim-wong-samsung-galaxy-a07-lte-4-64gb-negatif73227negatif466negatif43647725	[ Baim Wong ] Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	U***k	Kejernihan lensa: Sangat bagus Kualitas pengerjaan: Oje				
6851	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-5g-8-256-gb	Samsung Galaxy Anegatif6 5G 8/256GB	Varian: Black.	8 bulan lalu	a***i	barang sampai lumayan crepat, kondisi baik, tersegel pengemasan bagus aman, sesuai diskripsi toko				
6852	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-lte-8-negatif28gb-negatif73negatif2negatif8206870636525	Samsung Galaxy Anegatif6 LTE 8/negatif28GB	Varian: Gray.	8 bulan lalu	Y***o	bagus barang lengkap dan berfungsi dengan baik, pengiriman juga cepat. beli untuk hadiah buat ayahku dan dia senang banget				
6853	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885	Samsung Galaxy A07 LTE 4/negatif28GB	Varian: Green	8 bulan lalu	M***k	Original dan cepat pengiriman				
6854	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a56-5g-8-256gb-upgrade-dari-8-negatif28-gb-kamera-50mp-nightography-handphone-ai-galaxy-ai-45w-fast-charging-negatif730926342052022235	Samsung Galaxy A56 5G [8/256] [Upgrade dari 8/negatif28 GB] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge	Varian: Awesome Pink	8 bulan lalu	adi	barang masih segel, garansi resmi, sayang kartu bundlingnya tidak bisa digunakan				
6855	https://www.tokopedia.com/samsung-official-store/samsung-mesin-cuci-8kg-wa80-top-load-wobble-technology-wa80h4200sw-se-negatif730045negatif7326700745negatif	Samsung Mesin Cuci WA80 Top Load Wobble Technology 8kg - WA80H4200SW/SE	Varian: White	8 bulan lalu	H***j	Mesin nya datang keadaan penyok Mungkin dr pengiriman nya. Semoga awet aja				
6856	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-tab-a9-8-negatif28gb	Samsung Galaxy Tab A9+ 8/negatif28GB	Varian: Graphite	8 bulan lalu	K***u	Kejernihan lensa: Bgs bgt				
6857	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-anegatif6-5g-8-256-gb	Samsung Galaxy Anegatif6 5G 8/256GB	Varian: Gold.	8 bulan lalu	Fani	mantap barang original				
6858	https://www.tokopedia.com/samsung-official-store/afdhal-yusman-samsung-galaxy-a07-lte-4-64gb-negatif73227negatif3340068negatif8797	[ Afdhal Yusman ] Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	L***u	👍👍👍👍👍				
6859	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-6-negatif28gb-negatif7322708976negatif865negatifnegatifnegatif7	Samsung Galaxy A07 LTE 6/negatif28GB	Varian: Black	8 bulan lalu	K***e	Barang baguss				
6860	https://www.tokopedia.com/samsung-official-store/afdhal-yusman-samsung-galaxy-a07-lte-4-64gb-negatif73227negatif3340068negatif8797	[ Afdhal Yusman ] Samsung Galaxy A07 LTE 4/64GB	Varian: Green	8 bulan lalu	I***r	barangnya sudah saya terima				
6861	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-negatif28gb-negatif732negatif5977929497negatif885	Samsung Galaxy A07 LTE 4/negatif28GB	Varian: Black	8 bulan lalu	G***j	Kejernihan lensa: Bagus ,terang				
6862	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-a07-lte-4-64gb-negatif732negatif596749585negatif4negatif57	Samsung Galaxy A07 LTE 4/64GB	Varian: Black	8 bulan lalu	endang	mantap				
6863	https://www.tokopedia.com/samsung-official-store/kohcun-samsung-43-fhd-f6000-tv-hdr-ots-lite-one-ui-tizen-ua43f6000fkxxd-negatif73negatif87258366negatif750253	"[ Kohcun ] Samsung 43"" FHD F6000 TV | HDR | OTS Lite | One UI Tizen | UA43F6000FKXXD"	"Varian: 43"" FHD TV F6000."	8 bulan lalu	Y***k	Terima kasih				
6864	https://www.tokopedia.com/samsung-official-store/samsung-32-hd-he50e-tv-hdr-ots-lite-one-ui-tizen-slim-design-ua32he50efklxd-negatif73negatif376284889negatif55565	"Samsung 32"" HD HE50E TV | HDR | OTS Lite | One UI Tizen | Slim Design | UA32HE50EFKLXD"	Varian: 32 HD TV HE50E	8 bulan lalu	F***q	Desain: Oke bagus				
6865	https://www.tokopedia.com/samsung-official-store/samsung-galaxy-watch7-40mm-green-cream-smartwatch-ai-prosesor-3nm-sleep-apnea-monitoring-dual-gps	Samsung Galaxy Watch7 [40mm] - [Green, Cream], Smartwatch AI, Prosesor 3nm, Sleep Apnea Monitoring, Dual GPS	Varian: Cream.	8 bulan lalu	Usman	bagus barangnya				
